Year,Month,Year_Month,Estate,Green leaves/Kg,kVA,KWhr,Power_Cost,cum,Fuel_Cost,Labour days,Prouction/Kg,Output_power,Output_fuel,Region,Efficiency_1,Efficiency_2,efficiency_factor
2019,Oct,2019-10,Moragalla,126561,71,24997,368684,160,312520.2,1589,24069,0.962875545,150.43125,Low grown,Unsatisfied,Unsatisfied,Low
2019,Oct,2019-10,Deniyaya,213034,120,45855,614901,226,337439.9,2052,40499,0.883197034,179.199115,Low grown,Unsatisfied,Unsatisfied,Low
2019,Oct,2019-10,Kiruwanaganga,264584,152,63370,828832,355,473997,2428,53288,0.840902635,150.1070423,Low grown,Unsatisfied,Unsatisfied,Low
2019,Nov,2019-11,Dessford,263756,157,52828,814438,300,739646,1302,60197,1.139490422,200.6566667,High Grown,Unsatisfied,Satisfied,Moderate
2019,Nov,2019-11,Somerset,351544,165,49491,912750,290,670170,1739,77818,1.572366693,268.337931,High Grown,Satisfied,Satisfied,High
2019,Nov,2019-11,Great_Weston,327591,131,33293,768319,395,799248,1993,74207,2.228906977,187.8658228,High Grown,Satisfied,Unsatisfied,Moderate
2019,Nov,2019-11,Mattakkelle,289401,174,53946,768208,317,918887,2312,64542,1.196418641,203.6025237,High Grown,Unsatisfied,Satisfied,Moderate
2019,Nov,2019-11,Radella,126244,99,46200,498395,242,673697,1172,32823,0.710454545,135.6322314,High Grown,Unsatisfied,Unsatisfied,Low
2019,Nov,2019-11,Bearwell,296969,100,39196,742369,495,1047265,2031,68721,1.753265639,138.830303,High Grown,Satisfied,Unsatisfied,Moderate
2019,Nov,2019-11,Holyrood,282290,159,44679,756428,402,916720,2118,60746,1.35960966,151.1094527,High Grown,Satisfied,Unsatisfied,Moderate
2019,Nov,2019-11,Wattegoda,295813,134,48018,574887,323,809542,1651,69556,1.448540131,215.3436533,High Grown,Satisfied,Satisfied,High
2019,Nov,2019-11,Moragalla,122979,74,24054,374535,133,267758,1424,24609,1.023073086,185.0300752,Low grown,Unsatisfied,Unsatisfied,Low
2019,Nov,2019-11,Deniyaya,180650,110,42358,700742,229,258941,1899,39461,0.93160678,172.3187773,Low grown,Unsatisfied,Unsatisfied,Low
2019,Nov,2019-11,Kiruwanaganga,212195,149,54170,874757,285,397077,1394,45944,0.84814473,161.2070175,Low grown,Unsatisfied,Unsatisfied,Low
2019,Dec,2019-12,Dessford,171420,155,38950,296330,225,558819,1165,38971,1.000539153,173.2044444,High Grown,Unsatisfied,Unsatisfied,Low
2019,Dec,2019-12,Somerset,203913,145,23592,163967,195,469532,1506,45617,1.933579179,233.9333333,High Grown,Satisfied,Satisfied,High
2019,Dec,2019-12,Great_Weston,212672,0,21850,356096,238,543372,1616,47489,2.173409611,199.5336134,High Grown,Satisfied,Unsatisfied,Moderate
2019,Dec,2019-12,Mattakkelle,191450,141,31402,163189,266,554207,1817,41871,1.333386409,157.4097744,High Grown,Satisfied,Unsatisfied,Moderate
2019,Dec,2019-12,Radella,73336,29,40781,838252,105,290705,1145,18730,0.459282509,178.3809524,High Grown,Unsatisfied,Unsatisfied,Low
2019,Dec,2019-12,Bearwell,200405,123,31161,347981,312,964786,1498,47338,1.519142518,151.724359,High Grown,Satisfied,Unsatisfied,Moderate
2019,Dec,2019-12,Holyrood,126214,134,22651,534650,237,539617,1469,27795,1.227098141,117.278481,High Grown,Satisfied,Unsatisfied,Moderate
2019,Dec,2019-12,Wattegoda,187524,125,32013,694699,265,721732,1355,44564,1.392059476,168.1660377,High Grown,Satisfied,Unsatisfied,Moderate
2019,Dec,2019-12,Moragalla,131702,75,25619,365972,143,292000,1494,26549,1.036301183,185.6573427,Low grown,Unsatisfied,Unsatisfied,Low
2019,Dec,2019-12,Deniyaya,208431,126,47260,719343,273,457909,2008,50204,1.062293694,183.8974359,Low grown,Unsatisfied,Unsatisfied,Low
2019,Dec,2019-12,Kiruwanaganga,274120,160,64940,834043,341,441263,1598,57892,0.891469048,169.771261,Low grown,Unsatisfied,Unsatisfied,Low
2020,Jan,2020-01,Dessford,236748,163,41002,621224,229,571250,1233,56173,1.370006341,245.2969432,High Grown,Satisfied,Satisfied,High
2020,Jan,2020-01,Somerset,246232,155,37992,691402,145,323506,1544,60075,1.581253948,414.3103448,High Grown,Satisfied,Satisfied,High
2020,Jan,2020-01,Great_Weston,310746,145,32292,906328,356,857000,1862,72793,2.254211569,204.4747191,High Grown,Satisfied,Satisfied,High
2020,Jan,2020-01,Mattakkelle,248260,164,40539,599017,332,359903,1787,57391,1.415698463,172.8644578,High Grown,Satisfied,Unsatisfied,Moderate
2020,Jan,2020-01,Radella,52518,95,21968,486300,108,371231,795,14079,0.640886744,130.3611111,High Grown,Unsatisfied,Unsatisfied,Low
2020,Jan,2020-01,Bearwell,252459,125,40402,450009,311,15600,1566,61832,1.530419286,198.8167203,High Grown,Satisfied,Unsatisfied,Moderate
2020,Jan,2020-01,Holyrood,176080,137,27299,517204,246,569045,1425,42041,1.540019781,170.898374,High Grown,Satisfied,Unsatisfied,Moderate
2020,Jan,2020-01,Wattegoda,264878,137,41306,477149,261,391838,1787,65701,1.590592166,251.7279693,High Grown,Satisfied,Satisfied,High
2020,Jan,2020-01,Moragalla,83354,68,19257,388927,89,110165,1256,17096,0.887781067,192.0898876,Low grown,Unsatisfied,Unsatisfied,Low
2020,Jan,2020-01,Deniyaya,176225,111,38540,574557,192,301056,1558,39669,1.02929424,206.609375,Low grown,Unsatisfied,Satisfied,Moderate
2020,Jan,2020-01,Kiruwanaganga,233826,145,57580,884599,265,370331,2229,49335,0.856807919,186.1698113,Low grown,Unsatisfied,Unsatisfied,Low
2020,Feb,2020-02,Dessford,213168,163,44048,686719,229,589278,1173,52962,1.202370142,231.2751092,High Grown,Satisfied,Satisfied,High
2020,Feb,2020-02,Somerset,136433,155,30675,516316,91,160837,1267,35415,1.154523227,389.1758242,High Grown,Unsatisfied,Satisfied,Moderate
2020,Feb,2020-02,Great_Weston,201684,140,38119,589295,225,460716,1505,46964,1.232036517,208.7288889,High Grown,Satisfied,Satisfied,High
2020,Feb,2020-02,Mattakkelle,163882,164,40539,637624,196,1097141,1380,39839,0.982732677,203.2602041,High Grown,Unsatisfied,Satisfied,Moderate
2020,Feb,2020-02,Radella,46027,114,20818,700347,110,469903,986,15777,0.75785378,143.4272727,High Grown,Unsatisfied,Unsatisfied,Low
2020,Feb,2020-02,Bearwell,164560,117,29157,452741,235,598232,1539,44532,1.527317625,189.4978723,High Grown,Satisfied,Unsatisfied,Moderate
2020,Feb,2020-02,Holyrood,101127,133,21091,236441,127,322347,1167,25443,1.206343938,200.3385827,High Grown,Satisfied,Satisfied,High
2020,Feb,2020-02,Wattegoda,136266,127,399987,687496,125,638783,1677,37301,0.093255531,298.408,High Grown,Unsatisfied,Satisfied,Moderate
2020,Feb,2020-02,Moragalla,60238,71,14331,1440,77,342845,1014,12651,0.882771614,164.2987013,Low grown,Unsatisfied,Unsatisfied,Low
2020,Feb,2020-02,Deniyaya,111947,102,28816,493086,111,170838,1340,24803,0.860737091,223.4504505,Low grown,Unsatisfied,Satisfied,Moderate
2020,Feb,2020-02,Kiruwanaganga,158488,149,41610,720840,171,180249,1801,35344,0.849411199,206.6900585,Low grown,Unsatisfied,Satisfied,Moderate
2020,Mar,2020-03,Dessford,95200,168,18196,303793,82,167011,740,23292,1.280061552,284.0487805,High Grown,Satisfied,Satisfied,High
2020,Mar,2020-03,Somerset,66720,155,30675,533125,51,8505,473,17403,0.567334963,341.2352941,High Grown,Unsatisfied,Satisfied,Moderate
2020,Mar,2020-03,Great_Weston,81790,122,19675,369972,94,217856,822,20247,1.029072427,215.393617,High Grown,Unsatisfied,Satisfied,Moderate
2020,Mar,2020-03,Mattakkelle,112911,120,16962,840350,120,344654,1009,28516,1.681169673,237.6333333,High Grown,Satisfied,Satisfied,High
2020,Mar,2020-03,Radella,39775,105,14405,573737,79,227281,700,8397,0.582922596,106.2911392,High Grown,Unsatisfied,Unsatisfied,Low
2020,Mar,2020-03,Bearwell,74311,111,13308,268297,107,262588,716,21127,1.587541329,197.4485981,High Grown,Satisfied,Unsatisfied,Moderate
2020,Mar,2020-03,Holyrood,31031,128,7053,441948,31,104744,439,7908,1.121225011,255.0967742,High Grown,Unsatisfied,Satisfied,Moderate
2020,Mar,2020-03,Wattegoda,74408,127,12845,216545,69,194904,567,24602,1.915297781,356.5507246,High Grown,Satisfied,Satisfied,High
2020,Mar,2020-03,Moragalla,22370,54,7087,200000,61,73400,529,4633,0.653732186,75.95081967,Low grown,Unsatisfied,Unsatisfied,Low
2020,Mar,2020-03,Deniyaya,117133,126,22771,466223,93,174688,1043,24209,1.063150498,260.311828,Low grown,Unsatisfied,Satisfied,Moderate
2020,Mar,2020-03,Kiruwanaganga,133280,140,30340,527436,137,176222,3996,30900,1.018457482,225.5474453,Low grown,Unsatisfied,Satisfied,Moderate
2020,Apr,2020-04,Dessford,80039,166,18636,407521,77,183827,680,21202,1.137690492,275.3506494,High Grown,Unsatisfied,Satisfied,Moderate
2020,Apr,2020-04,Somerset,82259,142,14948,498924,70,269555,554,22205,1.485483008,317.2142857,High Grown,Satisfied,Satisfied,High
2020,Apr,2020-04,Great_Weston,35621,122,12739,193565,80,188618,575,8311,0.652405997,103.8875,High Grown,Unsatisfied,Unsatisfied,Low
2020,Apr,2020-04,Mattakkelle,119649,144,23288,283449,134,353056,935,30648,1.316042597,228.7164179,High Grown,Satisfied,Satisfied,High
2020,Apr,2020-04,Radella,7033,73,4265,0,24,0,314,2541,0.595779601,105.875,High Grown,Unsatisfied,Unsatisfied,Low
2020,Apr,2020-04,Bearwell,131855,118,22622,302764,166,397260,882,35662,1.576430024,214.8313253,High Grown,Satisfied,Satisfied,High
2020,Apr,2020-04,Holyrood,91090,155,15032,350520,89,211604,634,23028,1.531931879,258.741573,High Grown,Satisfied,Satisfied,High
2020,Apr,2020-04,Wattegoda,88710,181,15106,345547,88,243399,691,23188,1.535019198,263.5,High Grown,Satisfied,Satisfied,High
2020,Apr,2020-04,Moragalla,64309,58,10865,62899,82,169095,726,13300,1.224114128,162.195122,Low grown,Satisfied,Unsatisfied,Moderate
2020,Apr,2020-04,Deniyaya,304354,140,50488,904647,249,603481,1902,65014,1.287711932,261.1004016,Low grown,Satisfied,Satisfied,High
2020,Apr,2020-04,Kiruwanaganga,296214,160,51020,1033277,331,413160,2204,63834,1.251156409,192.8519637,Low grown,Satisfied,Unsatisfied,Moderate
2020,May,2020-05,Dessford,239272,159,45333,393926,189,256667,1362,49545,1.092912448,262.1428571,High Grown,Unsatisfied,Satisfied,Moderate
2020,May,2020-05,Somerset,239987,153,32498,458886,214,551900,1336,54396,1.673826082,254.1869159,High Grown,Satisfied,Satisfied,High
2020,May,2020-05,Great_Weston,273121,155,36213,700454,333,721611,2652,59221,1.635351945,177.8408408,High Grown,Satisfied,Unsatisfied,Moderate
2020,May,2020-05,Mattakkelle,315310,170,57069,982871,302,760060,2141,72157,1.264381713,238.9304636,High Grown,Satisfied,Satisfied,High
2020,May,2020-05,Radella,92718,130,40855,792033,131,390258,781,24843,0.608077347,189.6412214,High Grown,Unsatisfied,Unsatisfied,Low
2020,May,2020-05,Bearwell,315603,137,43301,915252,312,764283,2464,73820,1.704810512,236.6025641,High Grown,Satisfied,Satisfied,High
2020,May,2020-05,Holyrood,246699,161,45051,715189,262,607184,1587,56900,1.26301303,217.1755725,High Grown,Satisfied,Satisfied,High
2020,May,2020-05,Wattegoda,299557,211,47633,679571,290,572489,2295,72066,1.512942708,248.5034483,High Grown,Satisfied,Satisfied,High
2020,May,2020-05,Moragalla,91014,74,17431,220538,108,201332,1090,18293,1.049452126,169.3796296,Low grown,Unsatisfied,Unsatisfied,Low
2020,May,2020-05,Deniyaya,308105,146,52716,630435,368,578570,2588,63077,1.196543744,171.4048913,Low grown,Unsatisfied,Unsatisfied,Low
2020,May,2020-05,Kiruwanaganga,310531,160,61060,1176407,343,486266,2801,65259,1.068768425,190.2594752,Low grown,Unsatisfied,Unsatisfied,Low
2020,Jun,2020-06,Dessford,289982,188,59968,931404,271,310145,1410,68965,1.150030016,254.4833948,High Grown,Unsatisfied,Satisfied,Moderate
2020,Jun,2020-06,Somerset,423191,181,51705,875536,320,861963,1735,94481,1.827308771,295.253125,High Grown,Satisfied,Satisfied,High
2020,Jun,2020-06,Great_Weston,235699,163,34806,507560,267,585306,2467,53869,1.547692927,201.7565543,High Grown,Satisfied,Satisfied,High
2020,Jun,2020-06,Mattakkelle,286725,178,38857,754003,315,711776,2076,68069,1.751782176,216.0920635,High Grown,Satisfied,Satisfied,High
2020,Jun,2020-06,Radella,45080,126,19002,26541,100,230888,609,12406,0.652878644,124.06,High Grown,Unsatisfied,Unsatisfied,Low
2020,Jun,2020-06,Bearwell,258331,144,39159,355454,285,562241,1977,64924,1.657958579,227.8035088,High Grown,Satisfied,Satisfied,High
2020,Jun,2020-06,Holyrood,224104,155,34246,642152,270,634566,1689,53986,1.576417684,199.9481481,High Grown,Satisfied,Unsatisfied,Moderate
2020,Jun,2020-06,Wattegoda,222841,155,35548,799573,246,703631,1621,55239,1.553927085,224.5487805,High Grown,Satisfied,Satisfied,High
2020,Jun,2020-06,Moragalla,90066,68,17171,313127,109,194569,1169,18023,1.049618543,165.3486239,Low grown,Unsatisfied,Unsatisfied,Low
2020,Jun,2020-06,Deniyaya,313614,148,55155,799586,326,423788,2368,64613,1.171480373,198.1993865,Low grown,Unsatisfied,Unsatisfied,Low
2020,Jun,2020-06,Kiruwanaganga,324375,140,59180,873491,360,505663,2610,70875,1.197617438,196.875,Low grown,Unsatisfied,Unsatisfied,Low
2020,Jul,2020-07,Dessford,147102,136,34924,304468,164,267019,790,30877,0.884119803,188.2743902,High Grown,Unsatisfied,Unsatisfied,Low
2020,Jul,2020-07,Somerset,188548,130,31225,555375,179,412805,1376,43301,1.386741393,241.9050279,High Grown,Satisfied,Satisfied,High
2020,Jul,2020-07,Great_Weston,209389,154,35825,653552,256,527425,2034,47134,1.315673412,184.1171875,High Grown,Satisfied,Unsatisfied,Moderate
2020,Jul,2020-07,Mattakkelle,293544,168,37150,731671,449,1049906,1969,67272,1.810820996,149.8262806,High Grown,Satisfied,Unsatisfied,Moderate
2020,Jul,2020-07,Radella,45701,72,17832,578284,102,297887,576,12350,0.692575146,121.0784314,High Grown,Unsatisfied,Unsatisfied,Low
2020,Jul,2020-07,Bearwell,248756,122,35878,553330,300,1537567,1394,59810,1.667038296,199.3666667,High Grown,Satisfied,Unsatisfied,Moderate
2020,Jul,2020-07,Holyrood,230899,140,37297,577129,230,462544,1675,48230,1.293133496,209.6956522,High Grown,Satisfied,Satisfied,High
2020,Jul,2020-07,Wattegoda,275269,137,46159,652809,319,902265,2009,65379,1.416386837,204.9498433,High Grown,Satisfied,Satisfied,High
2020,Jul,2020-07,Moragalla,94951,60,18303,302137,121,173809,1178,19010,1.038627547,157.107438,Low grown,Unsatisfied,Unsatisfied,Low
2020,Jul,2020-07,Deniyaya,281783,130,52520,769768,311,366616,2712,57055,1.086348058,183.4565916,Low grown,Unsatisfied,Unsatisfied,Low
2020,Jul,2020-07,Kiruwanaganga,362075,140,65360,931185,407,424819,3258,75893,1.161153611,186.4692875,Low grown,Unsatisfied,Unsatisfied,Low
2020,Aug,2020-08,Dessford,107353,151,21385,535919,122,319164,625,23014,1.076174889,188.6393443,High Grown,Unsatisfied,Unsatisfied,Low
2020,Aug,2020-08,Somerset,166316,0,15267,376063,162,193441,1438,35484,2.324228729,219.037037,High Grown,Satisfied,Satisfied,High
2020,Aug,2020-08,Great_Weston,138627,130,23582,301565,174,336332,1423,30981,1.313756255,178.0517241,High Grown,Satisfied,Unsatisfied,Moderate
2020,Aug,2020-08,Mattakkelle,171266,181,32335,598702,248,560418,1458,38377,1.186856348,154.7459677,High Grown,Unsatisfied,Unsatisfied,Low
2020,Aug,2020-08,Radella,87995,41,38803,505642,252,725802,1008,22883,0.589722444,90.80555556,High Grown,Unsatisfied,Unsatisfied,Low
2020,Aug,2020-08,Bearwell,135212,115,16123,334019,175,471815,1088,33374,2.069962166,190.7085714,High Grown,Satisfied,Unsatisfied,Moderate
2020,Aug,2020-08,Holyrood,120086,136,16380,444017,152,369542,1170,26436,1.613919414,173.9210526,High Grown,Satisfied,Unsatisfied,Moderate
2020,Aug,2020-08,Wattegoda,147057,135,26500,391336,174,276779,1085,34228,1.291622642,196.7126437,High Grown,Satisfied,Unsatisfied,Moderate
2020,Aug,2020-08,Moragalla,90396,64,17587,335843,101,156618,1072,18260,1.038266902,180.7920792,Low grown,Unsatisfied,Unsatisfied,Low
2020,Aug,2020-08,Deniyaya,240452,120,45570,667229,221,299633,2180,51035,1.11992539,230.9276018,Low grown,Unsatisfied,Satisfied,Moderate
2020,Aug,2020-08,Kiruwanaganga,320082,146,59070,878264,354,464837,2892,67222,1.138005756,189.8926554,Low grown,Unsatisfied,Unsatisfied,Low
2020,Sep,2020-09,Dessford,93894,27,22416,489642,120,295299,644,19661,0.877096717,163.8416667,High Grown,Unsatisfied,Unsatisfied,Low
2020,Sep,2020-09,Somerset,135801,0,18560,233257,93,476243,1259,29804,1.605818966,320.4731183,High Grown,Satisfied,Satisfied,High
2020,Sep,2020-09,Great_Weston,161122,65,21125,424766,193,321303,1473,35631,1.686674556,184.6165803,High Grown,Satisfied,Unsatisfied,Moderate
2020,Sep,2020-09,Mattakkelle,206363,168,31562,707129,292,623724,1592,45651,1.44639123,156.3390411,High Grown,Satisfied,Unsatisfied,Moderate
2020,Sep,2020-09,Radella,115611,91,46781,452772,258,695814,1231,29245,0.625146961,113.3527132,High Grown,Unsatisfied,Unsatisfied,Low
2020,Sep,2020-09,Bearwell,167491,37,18870,132191,246,228964,1098,39406,2.088288288,160.1869919,High Grown,Satisfied,Unsatisfied,Moderate
2020,Sep,2020-09,Holyrood,142002,125,16068,276840,206,498810,1211,31680,1.971620612,153.7864078,High Grown,Satisfied,Unsatisfied,Moderate
2020,Sep,2020-09,Wattegoda,209044,135,34147,592555,231,552079,1833,46057,1.348786131,199.3809524,High Grown,Satisfied,Unsatisfied,Moderate
2020,Sep,2020-09,Moragalla,93769,72,25125,306836,95,145393,1165,19129,0.761353234,201.3578947,Low grown,Unsatisfied,Satisfied,Moderate
2020,Sep,2020-09,Deniyaya,258508,114,47470,694914,242,381754,2248,51065,1.075732041,211.0123967,Low grown,Unsatisfied,Satisfied,Moderate
2020,Sep,2020-09,Kiruwanaganga,338877,145,61950,800256,364,502741,2899,68695,1.108878128,188.7225275,Low grown,Unsatisfied,Unsatisfied,Low
2020,Oct,2020-10,Dessford,111704,9,25502,289079,153,410462,871,26603,1.043173084,173.875817,High Grown,Unsatisfied,Unsatisfied,Low
2020,Oct,2020-10,Somerset,164871,0,20154,234660,263,574434,1374,39025,1.936340181,148.3840304,High Grown,Satisfied,Unsatisfied,Moderate
2020,Oct,2020-10,Great_Weston,158911,138,31928,512081,203,362561,1512,38663,1.210943373,190.4581281,High Grown,Satisfied,Unsatisfied,Moderate
2020,Oct,2020-10,Mattakkelle,215542,0,21685,224092,283,690962,1870,50570,2.332026747,178.6925795,High Grown,Satisfied,Unsatisfied,Moderate
2020,Oct,2020-10,Radella,104942,131,47978,823888,243,875956,1187,27129,0.565446663,111.6419753,High Grown,Unsatisfied,Unsatisfied,Low
2020,Oct,2020-10,Bearwell,160823,0,19000,427348,213,619090,1269,41396,2.178736842,194.3474178,High Grown,Satisfied,Unsatisfied,Moderate
2020,Oct,2020-10,Holyrood,139767,0,28187,508232,234,533010,1354,33508,1.188774967,143.1965812,High Grown,Unsatisfied,Unsatisfied,Low
2020,Oct,2020-10,Wattegoda,160120,130,30629,502161,210,513066,1713,40077,1.308465833,190.8428571,High Grown,Satisfied,Unsatisfied,Moderate
2020,Oct,2020-10,Moragalla,93596,62,19234,327254,93,107203,1174,18184,0.945409171,195.5268817,Low grown,Unsatisfied,Unsatisfied,Low
2020,Oct,2020-10,Deniyaya,242124,118,48620,688324,300,407770,2711,51209,1.053249691,170.6966667,Low grown,Unsatisfied,Unsatisfied,Low
2020,Oct,2020-10,Kiruwanaganga,328151,140,63760,949230,374,547073,3053,71280,1.117942284,190.5882353,Low grown,Unsatisfied,Unsatisfied,Low
2020,Nov,2020-11,Dessford,160042,150,32416,280609,255,656147,938,38722,1.194533564,151.8509804,High Grown,Unsatisfied,Unsatisfied,Low
2020,Nov,2020-11,Somerset,283865,0,23423,299841,227,582516,1414,64668,2.760876062,284.8810573,High Grown,Satisfied,Satisfied,High
2020,Nov,2020-11,Great_Weston,299916,0,33656,340132,307,354399,2488,70453,2.093326599,229.4885993,High Grown,Satisfied,Satisfied,High
2020,Nov,2020-11,Mattakkelle,264487,190,42275,513938,326,534603,1766,64226,1.519243051,197.0122699,High Grown,Satisfied,Unsatisfied,Moderate
2020,Nov,2020-11,Radella,88030,101,38323,858606,223,460119,836,24225,0.632126921,108.632287,High Grown,Unsatisfied,Unsatisfied,Low
2020,Nov,2020-11,Bearwell,305696,147,47016,764471,335,751473,2147,72330,1.538412455,215.9104478,High Grown,Satisfied,Satisfied,High
2020,Nov,2020-11,Holyrood,223812,137,46279,641507,270,625793,1699,53554,1.157198729,198.3481481,High Grown,Unsatisfied,Unsatisfied,Low
2020,Nov,2020-11,Wattegoda,261925,158,44033,659619,318,803820,1708,63116,1.433379511,198.4779874,High Grown,Satisfied,Unsatisfied,Moderate
2020,Nov,2020-11,Moragalla,100211,80,25377,307662,107,103700,1216,20281,0.799188241,189.5420561,Low grown,Unsatisfied,Unsatisfied,Low
2020,Nov,2020-11,Deniyaya,245286,126,50274,749583,304,408463,2474,52738,1.049011417,173.4802632,Low grown,Unsatisfied,Unsatisfied,Low
2020,Nov,2020-11,Kiruwanaganga,323343,150,58110,836088,363,524752,3121,68187,1.173412494,187.8429752,Low grown,Unsatisfied,Unsatisfied,Low
2020,Dec,2020-12,Dessford,242055,153,47421,663924,365,790145,1351,56924,1.200396449,155.9561644,High Grown,Satisfied,Unsatisfied,Moderate
2020,Dec,2020-12,Somerset,326789,155,46317,698566,365,923636,1626,71909,1.552540104,197.0109589,High Grown,Satisfied,Unsatisfied,Moderate
2020,Dec,2020-12,Great_Weston,267825,174,51239,692353,284,363790,2408,63602,1.241281055,223.9507042,High Grown,Satisfied,Satisfied,High
2020,Dec,2020-12,Mattakkelle,309815,187,62716,787430,384,1034500,2134,70681,1.127001084,184.0651042,High Grown,Unsatisfied,Unsatisfied,Low
2020,Dec,2020-12,Radella,83300,84,40184,597262,194,392256,668,22701,0.564926339,117.0154639,High Grown,Unsatisfied,Unsatisfied,Low
2020,Dec,2020-12,Bearwell,335902,137,53974,764704,409,974220,2497,82160,1.5222144,200.8801956,High Grown,Satisfied,Satisfied,High
2020,Dec,2020-12,Holyrood,243975,143,51044,534039,322,761824,1963,57972,1.13572604,180.0372671,High Grown,Unsatisfied,Unsatisfied,Low
2020,Dec,2020-12,Wattegoda,261443,141,39938,622499,282,827900,1989,64336,1.61089689,228.141844,High Grown,Satisfied,Satisfied,High
2020,Dec,2020-12,Moragalla,105636,73,25685,388739,138,211253,1332,21339,0.830796185,154.6304348,Low grown,Unsatisfied,Unsatisfied,Low
2020,Dec,2020-12,Deniyaya,264242,134,51863,790618,272,402598,2529,54522,1.051269691,200.4485294,Low grown,Unsatisfied,Satisfied,Moderate
2020,Dec,2020-12,Kiruwanaganga,357790,158,64790,993433,423,659720,3078,74511,1.150038586,176.1489362,Low grown,Unsatisfied,Unsatisfied,Low
2021,Jan,2021-01,Dessford,185869,152,30807,610522,168,796538,1044,43420,1.409419937,258.452381,High Grown,Satisfied,Satisfied,High
2021,Jan,2021-01,Somerset,245172,150,29365,496432,290,699711,1676,55445,1.88813213,191.1896552,High Grown,Satisfied,Unsatisfied,Moderate
2021,Jan,2021-01,Great_Weston,247262,169,47111,705329,264,334672,1801,57632,1.22332364,218.3030303,High Grown,Satisfied,Satisfied,High
2021,Jan,2021-01,Mattakkelle,251982,146,37150,895752,350,969939,1758,57430,1.54589502,164.0857143,High Grown,Satisfied,Unsatisfied,Moderate
2021,Jan,2021-01,Radella,114314,166,55540,744509,267,569661,799,30257,0.544778538,113.3220974,High Grown,Unsatisfied,Unsatisfied,Low
2021,Jan,2021-01,Bearwell,279673,132,29868,730304,348,919982,2040,67249,2.25154011,193.2442529,High Grown,Satisfied,Unsatisfied,Moderate
2021,Jan,2021-01,Holyrood,203111,146,38737,721711,242,573629,1571,48675,1.256550585,201.1363636,High Grown,Satisfied,Satisfied,High
2021,Jan,2021-01,Wattegoda,226556,129,35915,737808,270,670376,1829,54942,1.529778644,203.4888889,High Grown,Satisfied,Satisfied,High
2021,Jan,2021-01,Moragalla,101975,80,24243,378934,122,196929,1307,20497,0.84548117,168.0081967,Low grown,Unsatisfied,Unsatisfied,Low
2021,Jan,2021-01,Deniyaya,217111,126,47282,643689,240,359612,2091,45601,0.964447358,190.0041667,Low grown,Unsatisfied,Unsatisfied,Low
2021,Jan,2021-01,Kiruwanaganga,290303,148,59080,844902,349,545968,2681,61065,1.03359851,174.9713467,Low grown,Unsatisfied,Unsatisfied,Low
2021,Feb,2021-02,Dessford,195619,156,36885,532393,120,554355,1046,46939,1.272576928,391.1583333,High Grown,Satisfied,Satisfied,High
2021,Feb,2021-02,Somerset,249745,150,29885,490963,248,726607,1574,60929,2.038781998,245.6814516,High Grown,Satisfied,Satisfied,High
2021,Feb,2021-02,Great_Weston,197521,132,39753,618080,196,241690,1579,48361,1.216537117,246.7397959,High Grown,Satisfied,Satisfied,High
2021,Feb,2021-02,Mattakkelle,234720,145,37280,808629,256,662456,1678,58678,1.573980687,229.2109375,High Grown,Satisfied,Satisfied,High
2021,Feb,2021-02,Radella,102689,166,47280,929971,285,643989,1086,30580,0.64678511,107.2982456,High Grown,Unsatisfied,Unsatisfied,Low
2021,Feb,2021-02,Bearwell,250486,130,37374,450719,262,697285,1837,64193,1.717584417,245.0114504,High Grown,Satisfied,Satisfied,High
2021,Feb,2021-02,Holyrood,206523,141,41754,663938,251,604490,1633,51388,1.230732385,204.7330677,High Grown,Satisfied,Satisfied,High
2021,Feb,2021-02,Wattegoda,217864,122,32306,492516,259,689970,2126,55313,1.712158732,213.5637066,High Grown,Satisfied,Satisfied,High
2021,Feb,2021-02,Moragalla,89371,70,19923,374075,118,160885,1080,17910,0.898961,151.779661,Low grown,Unsatisfied,Unsatisfied,Low
2021,Feb,2021-02,Deniyaya,177731,126,37412,761830,198,240123,2064,38920,1.040307923,196.5656566,Low grown,Unsatisfied,Unsatisfied,Low
2021,Feb,2021-02,Kiruwanaganga,256772,135,742642,844902,238,545968,2406,56528,0.076117429,237.512605,Low grown,Unsatisfied,Satisfied,Moderate
2021,Mar,2021-03,Dessford,233147,164,45809,737101,300,628886,1221,55347,1.20821236,184.49,High Grown,Satisfied,Unsatisfied,High
2021,Mar,2021-03,Somerset,273558,163,47545,634538,255,767031,1776,65783,1.383594489,257.972549,High Grown,Satisfied,Satisfied,High
2021,Mar,2021-03,Great_Weston,180707,128,36987,493791,168,252396,1385,44290,1.197447752,263.6309524,High Grown,Unsatisfied,Satisfied,Moderate
2021,Mar,2021-03,Mattakkelle,230380,143,37255,694625,236,723370,1708,58564,1.571976916,248.1525424,High Grown,Satisfied,Satisfied,High
2021,Mar,2021-03,Radella,93579,140,41975,569820,278,801587,876,27350,0.65157832,98.38129496,High Grown,Unsatisfied,Unsatisfied,Low
2021,Mar,2021-03,Bearwell,242198,124,36574,460150,315,796173,1721,62021,1.695767485,196.8920635,High Grown,Satisfied,Unsatisfied,Moderate
2021,Mar,2021-03,Holyrood,197264,129,35943,641927,227,542032,1439,48727,1.355674262,214.6563877,High Grown,Satisfied,Satisfied,High
